group,text,expected,owner,action,review
natural_first_person_impersonation,Someone is impersonating me using a cloned account; RC2 development 1 for a shopper.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_first_person_impersonation,This person is pretending to be me and created a fake profile; RC2 development 2 for an employee.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_first_person_impersonation,They are posing as me while using my photograph; RC2 development 3 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_first_person_impersonation,The attacker is impersonating us using the cloned account; RC2 development 4 for a subscriber.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_first_person_impersonation,Someone is impersonating me using a cloned account; RC2 development 5 for a shopper.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_first_person_impersonation,This person is pretending to be me and created a fake profile; RC2 development 6 for an employee.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_first_person_impersonation,They are posing as me while using my photograph; RC2 development 7 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_first_person_impersonation,The attacker is impersonating us using the cloned account; RC2 development 8 for a subscriber.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_first_person_impersonation,Someone is impersonating me using a cloned account; RC2 development 9 for a shopper.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_first_person_impersonation,This person is pretending to be me and created a fake profile; RC2 development 10 for an employee.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_first_person_impersonation,They are posing as me while using my photograph; RC2 development 11 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_first_person_impersonation,The attacker is impersonating us using the cloned account; RC2 development 12 for a subscriber.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_first_person_impersonation,Someone is impersonating me using a cloned account; RC2 development 13 for a shopper.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_first_person_impersonation,This person is pretending to be me and created a fake profile; RC2 development 14 for an employee.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_first_person_impersonation,They are posing as me while using my photograph; RC2 development 15 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_first_person_impersonation,The attacker is impersonating us using the cloned account; RC2 development 16 for a subscriber.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_first_person_impersonation,Someone is impersonating me using a cloned account; RC2 development 17 for a shopper.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
